gender,SeniorCitizen,Partner,Dependents,tenure,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,TenureGroup,ChurnProbability,RevenueAtRisk,Segment
Male,0,Yes,Yes,21,One year,Mailed check,77.5,1625.0,1,1627.5,12-24,0.19853268329558138,323.1119420635587,Loyal
Female,0,Yes,Yes,69,One year,Credit card (automatic),105.1,7234.8,0,7251.9,60-72,0.16467387660887786,1194.1984857799214,Loyal
Male,0,No,No,13,Month-to-month,Bank transfer (automatic),25.15,331.85,0,326.95,12-24,0.6783556229402146,221.78837092030315,At Risk
Male,0,Yes,No,42,Month-to-month,Bank transfer (automatic),95.25,3959.35,1,4000.5,36-48,0.6823597733797243,2729.780273405587,Critical
Male,0,Yes,No,52,Month-to-month,Credit card (automatic),95.65,5088.4,0,4973.8,48-60,0.5707661038253901,2838.876447206725,Critical
Male,1,No,No,46,Month-to-month,Electronic check,85.0,3969.4,1,3910.0,36-48,0.5037701661476126,1969.7413496371653,Critical
Male,0,Yes,No,61,Two year,Bank transfer (automatic),80.8,4860.85,0,4928.8,60-72,0.04442785769282171,218.97602499637966,Loyal
Male,0,No,No,29,One year,Mailed check,24.85,788.05,0,720.6500000000001,24-36,0.39497548530974214,284.6390834884657,Safe
Female,0,No,Yes,25,One year,Credit card (automatic),54.75,1266.35,0,1368.75,24-36,0.1594639802517665,218.2663229696054,Safe
Female,0,Yes,Yes,5,Month-to-month,Electronic check,85.75,470.95,1,428.75,0-12,0.7747335986148876,332.16703040613305,At Risk
Male,0,No,No,15,One year,Electronic check,50.75,688.2,0,761.25,12-24,0.5647199784447319,429.8930835910521,At Risk
Female,0,Yes,Yes,19,Two year,Mailed check,20.15,387.7,0,382.84999999999997,12-24,0.0544682460096695,20.853167984801967,Safe
Male,0,No,No,44,Two year,Mailed check,20.05,845.25,0,882.2,36-48,0.025053392123586503,22.102102531428013,Safe
Female,1,No,No,6,Month-to-month,Electronic check,98.25,560.6,1,589.5,0-12,0.9053580781357489,533.708587061024,At Risk
Male,0,Yes,Yes,58,Two year,Credit card (automatic),71.6,4230.25,0,4152.799999999999,48-60,0.02105561813571503,87.43977099399737,Loyal
Male,0,Yes,Yes,62,One year,Credit card (automatic),81.45,4983.05,0,5049.900000000001,60-72,0.1489298972531618,752.0810881387418,Loyal
Female,0,Yes,Yes,70,One year,Bank transfer (automatic),58.4,4113.15,0,4088.0,60-72,0.09599317824085529,392.42011264861645,Loyal
Female,1,No,No,1,Month-to-month,Mailed check,25.7,25.7,1,25.7,0-12,0.8368356743748324,21.506676831433193,At Risk
Male,0,Yes,Yes,10,Two year,Credit card (automatic),53.7,521.0,0,537.0,0-12,0.1272108613346452,68.31223253670447,Safe
Male,0,No,No,26,One year,Bank transfer (automatic),19.6,471.85,0,509.6,24-36,0.1144213645619933,58.309127380791786,Safe
Male,0,No,No,66,Month-to-month,Credit card (automatic),89.4,5976.9,0,5900.400000000001,60-72,0.4413496358859222,2604.1393915812955,Loyal
Female,0,Yes,Yes,7,Month-to-month,Electronic check,69.0,506.9,1,483.0,0-12,0.7724338774395306,373.08556280329327,At Risk
Male,0,Yes,Yes,51,One year,Bank transfer (automatic),84.2,4299.75,0,4294.2,48-60,0.16997857487025986,729.9219962078698,Loyal
Male,0,Yes,Yes,72,Two year,Credit card (automatic),106.1,7548.6,0,7639.2,60-72,0.08369460765254672,639.3598467793348,Loyal
Male,0,No,No,65,Two year,Mailed check,25.75,1654.75,0,1673.75,60-72,0.015162146116107873,25.37764206183555,Loyal
Male,0,No,No,2,Month-to-month,Bank transfer (automatic),46.05,80.35,1,92.1,0-12,0.5808810193497607,53.49914188211295,At Risk
Male,0,No,Yes,70,One year,Bank transfer (automatic),64.95,4551.5,0,4546.5,60-72,0.02468422377773645,112.22682340547877,Loyal
Male,0,Yes,No,72,Two year,Credit card (automatic),85.45,6227.5,0,6152.400000000001,60-72,0.07282404442001301,448.0426508896881,Loyal
Female,0,Yes,Yes,1,Month-to-month,Mailed check,20.05,20.05,0,20.05,0-12,0.3572685382392461,7.163234191696884,Safe
Female,1,Yes,No,1,Month-to-month,Mailed check,76.4,76.4,1,76.4,0-12,0.8614650353663095,65.81592870198605,At Risk
Female,0,No,No,5,Month-to-month,Electronic check,100.5,514.0,1,502.5,0-12,0.9098667747500684,457.20805431190934,At Risk
Male,0,No,No,3,Month-to-month,Mailed check,20.7,57.5,0,62.099999999999994,0-12,0.3985579363916693,24.75044784992266,Safe
Male,0,No,No,58,Two year,Credit card (automatic),25.3,1474.35,0,1467.4,48-60,0.024036460196124838,35.27110169179359,Loyal
Male,1,Yes,Yes,22,Month-to-month,Mailed check,40.05,880.2,1,881.0999999999999,12-24,0.5254939531364927,463.0127221085637,At Risk
Male,1,Yes,No,33,Month-to-month,Bank transfer (automatic),100.6,3270.25,0,3319.7999999999997,24-36,0.8237098411496191,2734.5519306485053,Critical
Male,0,No,No,1,Month-to-month,Electronic check,69.95,69.95,1,69.95,0-12,0.7881819425662067,55.13332688250616,At Risk
Male,1,Yes,No,54,Month-to-month,Bank transfer (automatic),74.0,3919.15,0,3996.0,48-60,0.4835999881781304,1932.465552759809,Loyal
Male,0,Yes,No,72,Two year,Electronic check,99.4,7285.7,0,7156.8,60-72,0.26032807276841613,1863.1159511890005,Loyal
Male,0,No,Yes,1,Month-to-month,Electronic check,93.3,93.3,1,93.3,0-12,0.8976150106899924,83.74748049737629,At Risk
Male,0,No,No,3,Month-to-month,Electronic check,49.15,169.05,1,147.45,0-12,0.6703220925773336,98.83899255052782,At Risk
Female,0,Yes,Yes,72,Two year,Credit card (automatic),107.45,7658.3,0,7736.400000000001,60-72,0.0623527579820088,482.3858768520129,Loyal
Female,0,Yes,Yes,72,Two year,Credit card (automatic),83.6,5959.3,0,6019.2,60-72,0.04829072208742944,290.6715143886553,Loyal
Male,1,Yes,No,54,Month-to-month,Credit card (automatic),99.05,5295.7,0,5348.7,48-60,0.7545293190939247,4035.750969037675,Critical
Female,0,Yes,No,59,One year,Electronic check,80.1,4693.2,0,4725.9,48-60,0.19973068871969632,943.9072618204127,Loyal
Male,0,No,No,54,Two year,Bank transfer (automatic),65.3,3512.9,0,3526.2,48-60,0.05183048315192737,182.76464969032628,Loyal
Male,0,No,No,60,Two year,Electronic check,89.55,5231.2,0,5373.0,48-60,0.2577586593181298,1384.9372765163114,Loyal
Female,0,Yes,No,60,Two year,Credit card (automatic),60.8,3603.45,0,3648.0,48-60,0.06892229587438256,251.4285353497476,Loyal
Male,0,No,No,3,Month-to-month,Electronic check,74.5,217.45,0,223.5,0-12,0.8172267689250402,182.65018285474648,At Risk
Female,0,Yes,No,69,Two year,Bank transfer (automatic),99.15,6875.35,0,6841.35,60-72,0.13863055058962503,948.4201172763313,Loyal
Female,0,Yes,Yes,1,Month-to-month,Electronic check,19.25,19.25,0,19.25,0-12,0.33279256289760367,6.406256835778871,Safe
Male,0,Yes,Yes,50,Month-to-month,Credit card (automatic),39.45,2021.35,0,1972.5000000000002,48-60,0.2791150133579641,550.5543638485843,Loyal
Female,0,No,No,56,Month-to-month,Credit card (automatic),44.85,2564.95,0,2511.6,48-60,0.44826605294050226,1125.8650185653655,Loyal
Female,0,Yes,No,60,Two year,Electronic check,97.2,5611.75,0,5832.0,48-60,0.13895793626740746,810.4026843115203,Loyal
Male,1,Yes,No,69,One year,Mailed check,110.55,7610.1,0,7627.95,60-72,0.37823186354345856,2885.1337435163246,Loyal
Female,0,No,No,1,Month-to-month,Mailed check,35.05,35.05,1,35.05,0-12,0.7934596860980277,27.81076199773587,At Risk
Female,1,No,No,1,Month-to-month,Electronic check,73.0,73.0,1,73.0,0-12,0.83102981906844,60.66517679199612,At Risk
Female,0,Yes,No,3,Month-to-month,Mailed check,19.9,45.75,0,59.699999999999996,0-12,0.4838127649226369,28.883622065881422,Safe
Male,0,Yes,Yes,60,Two year,Bank transfer (automatic),76.95,4543.95,0,4617.0,48-60,0.04054323889017138,187.18813395592127,Loyal
Female,0,No,No,13,Two year,Mailed check,35.4,450.4,0,460.2,12-24,0.20839155627095932,95.90179419589548,Safe
Male,0,Yes,Yes,62,Two year,Bank transfer (automatic),20.45,1297.35,0,1267.8999999999999,60-72,0.007904285392105165,10.021843448650138,Safe
Female,0,No,No,45,One year,Bank transfer (automatic),96.75,4442.75,0,4353.75,36-48,0.3060117207987047,1332.2985294273606,Loyal
Female,0,No,No,25,One year,Electronic check,54.2,1423.15,0,1355.0,24-36,0.3703122924699676,501.7731562968061,Safe
Male,0,No,No,44,Two year,Bank transfer (automatic),100.1,4378.35,0,4404.4,36-48,0.1986867206728166,875.0957925313534,Loyal
Female,0,No,No,2,Month-to-month,Mailed check,45.25,74.2,0,90.5,0-12,0.7067016971278112,63.95650359006691,At Risk
Male,1,No,No,33,Month-to-month,Credit card (automatic),83.85,2716.3,1,2767.0499999999997,24-36,0.6993040442616151,1935.0092556741017,Critical
Female,0,No,No,1,Month-to-month,Electronic check,70.1,70.1,1,70.1,0-12,0.8399217078437675,58.8785117198481,At Risk
Female,0,No,No,22,One year,Bank transfer (automatic),20.85,450.65,0,458.70000000000005,12-24,0.09756216436079679,44.75176479229749,Safe
Female,0,No,No,35,Month-to-month,Mailed check,33.45,1175.85,0,1170.75,24-36,0.4093004964638169,479.1885562350136,Safe
Female,0,Yes,Yes,29,Two year,Mailed check,20.2,558.8,0,585.8,24-36,0.03663156510730938,21.458770839861835,Safe
Male,1,Yes,No,27,One year,Electronic check,85.9,2220.1,0,2319.3,24-36,0.5417807520927501,1256.5520983287154,Critical
Male,0,No,Yes,54,One year,Electronic check,61.0,3283.05,0,3294.0,48-60,0.07631857702397489,251.3933927169733,Loyal
Female,1,No,No,2,Month-to-month,Electronic check,70.65,142.35,1,141.3,0-12,0.8600429458707867,121.52406825154216,At Risk
Male,0,No,No,57,One year,Electronic check,86.9,4939.25,0,4953.3,48-60,0.47584176121832794,2356.986995842744,Loyal
Male,0,No,No,62,Two year,Bank transfer (automatic),69.4,4237.5,0,4302.8,60-72,0.01880997201039384,80.93554756632261,Loyal
Female,0,Yes,Yes,15,One year,Credit card (automatic),20.35,335.95,0,305.25,12-24,0.1113130199133571,33.978299328552254,Safe
Male,0,No,No,2,Month-to-month,Mailed check,20.35,33.2,1,40.7,0-12,0.4055089200211219,16.50421304485966,Safe
Female,0,Yes,No,70,Two year,Bank transfer (automatic),104.3,7188.5,0,7301.0,60-72,0.19533359151013094,1426.130551615466,Loyal
Female,0,Yes,Yes,21,Month-to-month,Electronic check,44.95,926.25,0,943.95,12-24,0.47095400820447825,444.55703604461723,Safe
Female,0,No,Yes,23,One year,Electronic check,49.45,1119.35,0,1137.3500000000001,12-24,0.2022350957111929,230.0120861071253,Safe
Male,0,No,No,6,One year,Mailed check,20.6,116.6,0,123.60000000000001,0-12,0.21384246415301672,26.43092856931287,Safe
Male,0,Yes,Yes,4,Two year,Credit card (automatic),19.55,68.8,0,78.2,0-12,0.08403159314243498,6.571270583738416,Safe
Female,0,No,No,3,Month-to-month,Credit card (automatic),99.0,287.4,1,297.0,0-12,0.8207777553980691,243.77099335322652,At Risk
Female,0,No,No,23,Month-to-month,Electronic check,93.5,2341.55,0,2150.5,12-24,0.8597555137553432,1848.9042323308656,Critical
Male,0,No,No,26,One year,Credit card (automatic),54.55,1362.85,0,1418.3,24-36,0.26610897386282023,377.42235762963793,Loyal
Female,0,No,Yes,8,Month-to-month,Mailed check,20.05,163.6,0,160.4,0-12,0.28621409532801007,45.90874089061282,Safe
Male,0,No,No,26,Month-to-month,Electronic check,83.95,2254.2,1,2182.7000000000003,24-36,0.8111935533748988,1770.5921689513918,Critical
Male,0,No,No,2,Month-to-month,Electronic check,79.45,145.15,0,158.9,0-12,0.8494989015829647,134.9853754615331,At Risk
Male,0,No,No,67,Two year,Credit card (automatic),116.2,7752.3,1,7785.400000000001,60-72,0.11721424291942491,912.5597668248907,Loyal
Female,0,Yes,No,71,Two year,Bank transfer (automatic),93.7,6585.35,1,6652.7,60-72,0.23757541383897116,1580.5179556465234,Loyal
Female,0,No,No,59,One year,Credit card (automatic),79.85,4786.1,0,4711.15,48-60,0.06749019289330074,317.95642224927377,Loyal
Male,0,Yes,Yes,39,One year,Electronic check,100.0,3835.55,0,3900.0,36-48,0.5226287412815734,2038.2520909981365,Critical
Male,0,No,Yes,21,Two year,Mailed check,19.6,397.0,0,411.6,12-24,0.048869700521257366,20.114768734549532,Safe
Male,0,No,No,1,Month-to-month,Mailed check,19.7,19.7,1,19.7,0-12,0.41029889334386155,8.082888198874072,Safe
Female,0,Yes,Yes,48,Two year,Bank transfer (automatic),20.2,1027.25,0,969.5999999999999,36-48,0.013521446759175899,13.11039477769695,Safe
Female,1,Yes,No,31,One year,Credit card (automatic),50.4,1580.1,0,1562.3999999999999,24-36,0.3284171934714876,513.1190230798522,Loyal
Female,0,Yes,Yes,64,One year,Electronic check,113.35,7222.75,0,7254.4,60-72,0.18614791019584714,1350.3913997247535,Loyal
Male,0,Yes,Yes,46,Month-to-month,Bank transfer (automatic),80.0,3769.7,0,3680.0,36-48,0.5185606411287217,1908.3031593536957,Critical
Female,0,No,No,52,Two year,Bank transfer (automatic),80.95,4233.95,0,4209.400000000001,48-60,0.12112735369294068,509.8734826350646,Loyal
Female,0,Yes,Yes,67,Two year,Mailed check,24.9,1680.25,0,1668.3,60-72,0.015357638020452459,25.621147509520835,Loyal
Female,1,No,No,67,Month-to-month,Electronic check,54.9,3725.5,0,3678.2999999999997,60-72,0.17355875117956368,638.401154463789,Loyal
Female,0,No,No,5,Month-to-month,Electronic check,75.55,413.65,1,377.75,0-12,0.8097711862886202,305.89106562052626,At Risk
Female,0,Yes,No,71,Two year,Electronic check,109.25,7707.7,0,7756.75,60-72,0.14956083015723057,1160.1059693220982,Loyal
Female,0,No,No,9,Month-to-month,Bank transfer (automatic),77.65,714.15,1,698.85,0-12,0.8068263909748241,563.8506233327558,At Risk
Female,1,No,No,26,Month-to-month,Electronic check,95.0,2497.2,1,2470.0,24-36,0.7456825173676809,1841.8358178981719,Critical
Male,0,No,No,71,One year,Bank transfer (automatic),116.3,8309.55,0,8257.3,60-72,0.2595198693964649,2142.9334175674294,Loyal
Female,0,No,No,32,Month-to-month,Bank transfer (automatic),19.9,601.55,0,636.8,24-36,0.12834473048344164,81.72992437185563,Safe
Female,0,No,No,2,Month-to-month,Electronic check,70.35,139.25,0,140.7,0-12,0.7802946062669738,109.7874511017632,At Risk
Female,0,Yes,No,71,Two year,Credit card (automatic),25.6,1888.25,0,1817.6000000000001,60-72,0.010285256368397843,18.69448197519992,Loyal
Female,0,No,No,60,One year,Electronic check,44.45,2773.9,0,2667.0,48-60,0.14161817340784089,377.69566847871164,Loyal
Female,1,No,No,55,One year,Electronic check,100.15,5409.75,0,5508.25,48-60,0.5971998482542606,3289.526064146531,Critical
Male,0,No,No,54,One year,Credit card (automatic),105.4,5643.4,1,5691.6,48-60,0.28029038416087654,1595.300750490045,Loyal
Male,0,No,No,2,Month-to-month,Electronic check,95.85,197.7,1,191.7,0-12,0.8972687377455986,172.00641702583124,At Risk
Female,0,No,No,6,Month-to-month,Mailed check,73.85,401.3,0,443.09999999999997,0-12,0.8578390763162208,380.1084947157174,At Risk
Female,0,Yes,Yes,48,Two year,Credit card (automatic),70.1,3238.4,0,3364.7999999999997,36-48,0.053270357913659735,179.24410030788226,Loyal
Male,0,Yes,Yes,63,Two year,Mailed check,25.25,1573.05,0,1590.75,60-72,0.013072435107574843,20.794976147374683,Loyal
Male,0,No,No,1,Month-to-month,Electronic check,79.15,79.15,1,79.15,0-12,0.8521836638055592,67.45033699021002,At Risk
Male,0,No,Yes,12,Month-to-month,Credit card (automatic),21.05,235.8,0,252.60000000000002,0-12,0.23532105267584053,59.44209790591732,Safe
Male,1,Yes,No,54,Month-to-month,Bank transfer (automatic),24.95,1364.75,0,1347.3,48-60,0.3291599640429362,443.4772195550479,Safe
Female,0,Yes,Yes,30,One year,Electronic check,64.5,1985.15,0,1935.0,24-36,0.21710423504303802,420.0966948082786,Loyal
Female,0,Yes,No,30,Month-to-month,Bank transfer (automatic),19.65,655.85,1,589.5,24-36,0.14243743008035153,83.96686503236722,Safe
Female,0,No,No,4,Month-to-month,Electronic check,79.0,303.15,1,316.0,0-12,0.8565961666723398,270.6843886684594,At Risk
Female,0,No,No,40,One year,Credit card (automatic),105.95,4335.2,0,4238.0,36-48,0.559556146486708,2371.3989488106686,Critical
Female,0,Yes,Yes,9,Month-to-month,Electronic check,75.85,647.5,0,682.65,0-12,0.6986892987379079,476.9602497834328,At Risk
Female,0,Yes,Yes,17,Month-to-month,Electronic check,91.85,1574.45,1,1561.4499999999998,12-24,0.5325834758874227,831.6024684244161,Critical
Female,0,No,No,62,Two year,Credit card (automatic),43.6,2748.7,0,2703.2000000000003,60-72,0.07710192389498854,208.42192067293306,Loyal
Male,0,No,No,28,One year,Bank transfer (automatic),91.25,2483.65,0,2555.0,24-36,0.4390738100467511,1121.833584669449,Loyal
Female,0,No,No,70,Two year,Credit card (automatic),89.75,6367.2,0,6282.5,60-72,0.034548038221318716,217.04805012543483,Loyal
Female,0,No,No,46,Two year,Bank transfer (automatic),104.4,4904.2,0,4802.400000000001,36-48,0.22356234780313075,1073.6358190897552,Loyal
Female,0,Yes,No,23,Month-to-month,Mailed check,90.15,2044.95,0,2073.4500000000003,12-24,0.7818152829239235,1621.0548983786096,Critical
Male,0,Yes,Yes,47,One year,Electronic check,40.3,1794.8,0,1894.1,36-48,0.07204502515079844,136.46048213812733,Loyal
Male,0,Yes,Yes,68,Two year,Bank transfer (automatic),105.25,7173.15,0,7157.0,60-72,0.11823556971883643,846.2119724777124,Loyal
Female,1,No,No,60,One year,Electronic check,106.0,6441.4,1,6360.0,48-60,0.4982246424277805,3168.7087258406837,Loyal
Female,0,No,Yes,67,Two year,Electronic check,104.0,7039.05,0,6968.0,60-72,0.17220286126466094,1199.9095372921574,Loyal
Female,0,No,No,14,Month-to-month,Electronic check,69.65,921.4,0,975.1000000000001,12-24,0.6320698840469992,616.3313439342289,At Risk
Male,0,Yes,Yes,57,Month-to-month,Electronic check,74.3,4018.35,0,4235.099999999999,48-60,0.48825612586884776,2067.813518667157,Loyal
Female,0,Yes,Yes,55,One year,Mailed check,100.9,5448.6,0,5549.5,48-60,0.34641067358095856,1922.4060330375296,Loyal
Male,0,No,No,1,Month-to-month,Mailed check,20.25,20.25,0,20.25,0-12,0.5057692795681404,10.241827911254845,At Risk
Male,0,No,Yes,1,Month-to-month,Mailed check,49.9,49.9,1,49.9,0-12,0.5754681275409245,28.71585956429213,At Risk
Male,0,No,No,23,Month-to-month,Credit card (automatic),96.9,2085.45,0,2228.7000000000003,12-24,0.7600171540452858,1693.8502312207286,Critical
Female,0,No,No,13,Month-to-month,Electronic check,100.35,1358.85,1,1304.55,12-24,0.8463234288660182,1104.071229127164,At Risk
Male,0,Yes,No,47,Month-to-month,Electronic check,104.1,5135.15,0,4892.7,36-48,0.7559631785145116,3698.7010435179504,Critical
Male,0,No,No,38,One year,Mailed check,20.1,730.1,0,763.8000000000001,36-48,0.06613389585526697,50.51306965425292,Safe
Female,1,Yes,No,38,Month-to-month,Bank transfer (automatic),74.95,2869.85,1,2848.1,36-48,0.6941525899664133,1977.0159914833416,Critical
Female,1,No,No,2,Month-to-month,Credit card (automatic),56.55,118.25,0,113.1,0-12,0.7380382144985714,83.47212205978842,At Risk
Male,1,Yes,Yes,1,Month-to-month,Credit card (automatic),49.25,49.25,1,49.25,0-12,0.581225940137833,28.625377551788276,At Risk
Male,0,Yes,No,15,Month-to-month,Bank transfer (automatic),68.6,1108.6,0,1029.0,12-24,0.7443327893938357,765.918440286257,At Risk
Female,0,No,No,26,Month-to-month,Credit card (automatic),69.05,1815.65,0,1795.3,24-36,0.6775153264030148,1216.3432654913324,Critical
Female,0,Yes,Yes,35,Two year,Credit card (automatic),19.7,730.4,0,689.5,24-36,0.024292162979844864,16.749446374603036,Safe
Male,0,No,Yes,3,Month-to-month,Mailed check,20.05,75.45,0,60.150000000000006,0-12,0.4230903918001442,25.448887066778674,Safe
Male,0,Yes,Yes,50,Month-to-month,Electronic check,103.7,5071.05,1,5185.0,48-60,0.5129314584829365,2659.549612234026,Critical
Male,0,Yes,No,42,Month-to-month,Electronic check,94.4,4014.6,0,3964.8,36-48,0.6524278678980017,2586.746010641997,Critical
Male,0,Yes,No,10,Month-to-month,Credit card (automatic),54.95,568.85,0,549.5,0-12,0.4182806214568372,229.84520149053205,Safe
Female,0,Yes,No,61,One year,Bank transfer (automatic),93.7,5860.7,0,5715.7,60-72,0.12029307306338455,687.559117708387,Loyal
Female,0,No,No,68,Two year,Credit card (automatic),110.25,7279.35,0,7497.0,60-72,0.1042905439401346,781.866207919189,Loyal
Male,0,No,No,10,One year,Electronic check,98.9,1064.95,0,989.0,0-12,0.6658782311689593,658.5535706261007,At Risk
Male,0,Yes,No,65,One year,Electronic check,89.75,5769.6,1,5833.75,60-72,0.16578977532609315,967.176101808596,Loyal
Female,0,Yes,Yes,72,Two year,Bank transfer (automatic),80.45,5886.85,0,5792.400000000001,60-72,0.02907232428144712,168.39853116785432,Loyal
Male,0,Yes,Yes,55,Month-to-month,Electronic check,79.4,4238.45,0,4367.0,48-60,0.2504386264684055,1093.6654817875267,Loyal
Female,0,No,No,1,Month-to-month,Mailed check,20.3,20.3,1,20.3,0-12,0.4990911074032622,10.131549480286223,Safe
Female,0,No,No,7,Month-to-month,Bank transfer (automatic),62.8,418.3,0,439.59999999999997,0-12,0.4651100166075042,204.4623633006588,Safe
Female,0,No,No,2,Month-to-month,Mailed check,74.9,136.05,0,149.8,0-12,0.87664334093294,131.32117247175444,At Risk
Female,0,No,No,9,Month-to-month,Electronic check,74.85,708.2,0,673.65,0-12,0.7231062232839167,487.1205073152105,At Risk
Male,0,No,Yes,27,Two year,Credit card (automatic),25.85,788.55,0,697.95,24-36,0.06503285640031595,45.38968212460052,Safe
Male,1,Yes,No,7,Month-to-month,Electronic check,101.95,700.85,1,713.65,0-12,0.9272421308953285,661.7263467134511,At Risk
Female,0,Yes,No,64,Two year,Mailed check,68.3,4378.8,0,4371.2,60-72,0.04793132806203255,209.51742122475667,Loyal
Male,0,No,No,70,Two year,Bank transfer (automatic),48.4,3442.8,0,3388.0,60-72,0.02174565902898588,73.67429279020416,Loyal
Male,1,No,No,2,Month-to-month,Electronic check,94.0,181.7,1,188.0,0-12,0.9297544759282403,174.79384147450918,At Risk
Male,1,No,No,67,Two year,Electronic check,105.05,7171.7,0,7038.349999999999,60-72,0.14464466771936815,1018.0597970426147,Loyal
Female,0,No,No,45,Month-to-month,Credit card (automatic),89.3,4016.85,1,4018.5,36-48,0.6612395645396878,2657.1911901027356,Critical
Female,0,No,No,24,Two year,Credit card (automatic),25.15,553.0,0,603.5999999999999,12-24,0.06083507690086331,36.72005241736109,Safe
Male,0,Yes,Yes,4,Two year,Credit card (automatic),19.5,96.85,0,78.0,0-12,0.0841239345090774,6.561666891708038,Safe
Male,0,Yes,Yes,44,Month-to-month,Bank transfer (automatic),92.95,4122.9,0,4089.8,36-48,0.6336755300006338,2591.606182596592,Critical
Female,0,Yes,Yes,72,Two year,Mailed check,20.7,1482.3,0,1490.3999999999999,60-72,0.009408379982269505,14.02224952557447,Loyal
Female,0,No,No,1,Month-to-month,Credit card (automatic),74.3,74.3,1,74.3,0-12,0.7999498639641596,59.43627489253706,At Risk
Male,0,No,No,66,Two year,Bank transfer (automatic),19.35,1240.8,0,1277.1000000000001,60-72,0.007782542591176716,9.939085143191786,Safe
Male,0,No,No,1,Month-to-month,Mailed check,44.65,44.65,1,44.65,0-12,0.7648291060358848,34.149619584502254,At Risk
Male,0,Yes,Yes,13,Month-to-month,Electronic check,84.05,1095.3,1,1092.6499999999999,12-24,0.6343936513958953,693.1702231977249,At Risk
Male,0,No,No,10,Month-to-month,Bank transfer (automatic),80.7,788.8,1,807.0,0-12,0.7979225921934725,643.9235319001323,At Risk
Male,1,Yes,No,65,Month-to-month,Electronic check,104.35,6578.55,0,6782.75,60-72,0.6923812421318011,4696.248870069474,Critical
Male,0,No,Yes,1,Month-to-month,Mailed check,19.55,19.55,0,19.55,0-12,0.35138993927004514,6.8696733127293825,Safe
Male,0,Yes,Yes,38,One year,Electronic check,74.05,2802.3,0,2813.9,36-48,0.07964886441965674,224.1239395904721,Loyal
Male,0,No,Yes,23,Two year,Mailed check,40.1,857.75,0,922.3000000000001,12-24,0.08488787891080199,78.29209071943268,Safe
Female,0,Yes,No,10,One year,Mailed check,20.1,184.4,0,201.0,0-12,0.18577528795083578,37.34083287811799,Safe
Male,0,No,Yes,4,Month-to-month,Electronic check,101.7,364.55,1,406.8,0-12,0.8852136190316605,360.1049002220795,At Risk
Male,0,Yes,Yes,72,Two year,Credit card (automatic),83.55,6093.3,0,6015.599999999999,60-72,0.040613633069791405,244.31537109463716,Loyal
Female,0,Yes,No,35,Month-to-month,Electronic check,56.85,1861.1,0,1989.75,24-36,0.237205030398848,471.9787092361078,Loyal
Female,0,No,No,1,Month-to-month,Mailed check,20.4,20.4,1,20.4,0-12,0.4092354110140611,8.348402384686846,Safe
Female,0,Yes,Yes,58,Two year,Credit card (automatic),19.55,1079.65,0,1133.9,48-60,0.00934016539572833,10.590813542216354,Safe
Male,0,Yes,Yes,70,One year,Electronic check,106.15,7475.1,0,7430.5,60-72,0.26338414619335065,1957.075898289692,Loyal
Male,0,Yes,Yes,38,One year,Credit card (automatic),78.95,2862.55,0,3000.1,36-48,0.24109240913229538,723.3013366377993,Loyal
Female,0,Yes,Yes,60,Month-to-month,Electronic check,49.75,3069.45,0,2985.0,48-60,0.3567334363921303,1064.849307630509,Loyal
Male,0,No,No,26,Month-to-month,Credit card (automatic),92.4,2349.8,0,2402.4,24-36,0.6749321038335211,1621.4568862496512,Critical
Female,0,No,No,8,One year,Bank transfer (automatic),58.2,469.25,0,465.6,0-12,0.14716536409188766,68.52019352118289,Safe
Male,0,Yes,Yes,41,One year,Electronic check,102.6,4213.35,1,4206.599999999999,36-48,0.49136786478732986,2066.9880600143815,Loyal
Female,1,Yes,No,36,Month-to-month,Credit card (automatic),91.95,3301.05,0,3310.2000000000003,24-36,0.7751615201510675,2565.939664004064,Critical
Male,1,No,No,54,One year,Bank transfer (automatic),65.25,3529.95,0,3523.5,48-60,0.10407682019384513,366.71467595301334,Loyal
Male,0,Yes,Yes,71,Two year,Bank transfer (automatic),106.0,7723.7,1,7526.0,60-72,0.21040157335187695,1583.482241046226,Loyal
Female,0,No,No,55,Month-to-month,Electronic check,73.1,4144.9,0,4020.4999999999995,48-60,0.5440409533055653,2187.316652765025,Critical
Female,0,No,No,72,Two year,Bank transfer (automatic),59.75,4265.0,0,4302.0,60-72,0.018242373797636904,78.47869207743396,Loyal
Female,0,No,Yes,3,Month-to-month,Mailed check,55.1,154.65,1,165.3,0-12,0.44192067607723995,73.04948775556777,Safe
Female,0,Yes,Yes,54,Two year,Bank transfer (automatic),59.8,3246.45,0,3229.2,48-60,0.05660748425168106,182.79688814552847,Loyal
Male,0,Yes,Yes,72,Two year,Bank transfer (automatic),116.6,8337.45,0,8395.199999999999,60-72,0.1151334966285142,966.5687308957023,Loyal
Male,0,No,No,52,Two year,Electronic check,109.3,5731.4,0,5683.599999999999,48-60,0.23365107653734432,1327.97925860765,Loyal
Female,1,No,No,60,One year,Bank transfer (automatic),101.4,6176.6,0,6084.0,48-60,0.4456497309205634,2711.332962920708,Loyal
Female,0,No,No,39,Month-to-month,Credit card (automatic),50.65,1905.4,0,1975.35,36-48,0.6044679793192554,1194.0358229482913,Critical
Female,0,No,No,15,One year,Mailed check,56.15,931.9,0,842.25,12-24,0.40237525280754516,338.9005566771549,Safe
